Experiment,Dist,N,M,Seed,Algo,Params,Time,Obj,Status,Gap
pilot_b_tuning,uniform,50,5,2234,IG,"d=2,T=0.5,t=5.0s",5.0,239,HEURISTIC,6.222222222222222
pilot_b_tuning,uniform,50,5,2234,IG,"d=4,T=0.1,t=5.0s",5.0,236,HEURISTIC,4.888888888888889
pilot_b_tuning,uniform,50,5,2234,IG,"d=4,T=0.5,t=5.0s",5.0,236,HEURISTIC,4.888888888888889
pilot_b_tuning,uniform,50,5,2234,IG,"d=6,T=0.1,t=5.0s",5.0,236,HEURISTIC,4.888888888888889
pilot_b_tuning,uniform,50,5,2234,IG,"d=6,T=0.5,t=5.0s",5.0,236,HEURISTIC,4.888888888888889
pilot_b_tuning,uniform,50,5,2235,IG,"d=2,T=0.1,t=5.0s",5.0,318,HEURISTIC,4.605263157894736
pilot_b_tuning,uniform,50,5,2235,IG,"d=2,T=0.5,t=5.0s",5.0,318,HEURISTIC,4.605263157894736
pilot_b_tuning,uniform,50,5,2235,IG,"d=4,T=0.1,t=5.0s",5.0,313,HEURISTIC,2.9605263157894735
pilot_b_tuning,uniform,50,5,2235,IG,"d=4,T=0.5,t=5.0s",5.0,315,HEURISTIC,3.618421052631579
pilot_b_tuning,uniform,50,5,2235,IG,"d=6,T=0.1,t=5.0s",5.0,312,HEURISTIC,2.631578947368421
pilot_b_tuning,uniform,50,5,2235,IG,"d=6,T=0.5,t=5.0s",5.0,316,HEURISTIC,3.9473684210526314
pilot_b_tuning,uniform,50,5,2236,IG,"d=2,T=0.1,t=5.0s",5.0,272,HEURISTIC,5.426356589147287
pilot_b_tuning,uniform,50,5,2236,IG,"d=2,T=0.5,t=5.0s",5.0,271,HEURISTIC,5.038759689922481
pilot_b_tuning,uniform,50,5,2236,IG,"d=4,T=0.1,t=5.0s",5.0,262,HEURISTIC,1.550387596899225
pilot_b_tuning,uniform,50,5,2236,IG,"d=4,T=0.5,t=5.0s",5.0,262,HEURISTIC,1.550387596899225
pilot_b_tuning,uniform,50,5,2236,IG,"d=6,T=0.1,t=5.0s",5.0,262,HEURISTIC,1.550387596899225
pilot_b_tuning,uniform,50,5,2236,IG,"d=6,T=0.5,t=5.0s",5.0,265,HEURISTIC,2.7131782945736433
pilot_b_tuning,uniform,50,5,2237,IG,"d=2,T=0.1,t=5.0s",5.0,274,HEURISTIC,4.580152671755725
pilot_b_tuning,uniform,50,5,2237,IG,"d=2,T=0.5,t=5.0s",5.0,275,HEURISTIC,4.961832061068702
pilot_b_tuning,uniform,50,5,2237,IG,"d=4,T=0.1,t=5.0s",5.0,273,HEURISTIC,4.198473282442748
pilot_b_tuning,uniform,50,5,2237,IG,"d=4,T=0.5,t=5.0s",5.0,274,HEURISTIC,4.580152671755725
pilot_b_tuning,uniform,50,5,2237,IG,"d=6,T=0.1,t=5.0s",5.0,272,HEURISTIC,3.816793893129771
pilot_b_tuning,uniform,50,5,2237,IG,"d=6,T=0.5,t=5.0s",5.0,274,HEURISTIC,4.580152671755725
pilot_b_tuning,uniform,50,5,2238,IG,"d=2,T=0.1,t=5.0s",5.0,295,HEURISTIC,6.115107913669065
pilot_b_tuning,uniform,50,5,2238,IG,"d=2,T=0.5,t=5.0s",5.0,294,HEURISTIC,5.755395683453238
pilot_b_tuning,uniform,50,5,2238,IG,"d=4,T=0.1,t=5.0s",5.0,291,HEURISTIC,4.676258992805756
pilot_b_tuning,uniform,50,5,2238,IG,"d=4,T=0.5,t=5.0s",5.0,292,HEURISTIC,5.0359712230215825
pilot_b_tuning,uniform,50,5,2238,IG,"d=6,T=0.1,t=5.0s",5.0,289,HEURISTIC,3.9568345323741005
pilot_b_tuning,uniform,50,5,2238,IG,"d=6,T=0.5,t=5.0s",5.0,292,HEURISTIC,5.0359712230215825
pilot_b_tuning,job_correlated,100,4,2269,IG,"d=2,T=0.1,t=5.0s",5.0,1295,HEURISTIC,2.209944751381215
pilot_b_tuning,job_correlated,100,4,2269,IG,"d=2,T=0.5,t=5.0s",5.0,1313,HEURISTIC,3.6306235201262824
pilot_b_tuning,job_correlated,100,4,2269,IG,"d=4,T=0.1,t=5.0s",5.0,1282,HEURISTIC,1.1838989739542225
pilot_b_tuning,job_correlated,100,4,2269,IG,"d=4,T=0.5,t=5.0s",5.0,1315,HEURISTIC,3.7884767166535127
pilot_b_tuning,job_correlated,100,4,2269,IG,"d=6,T=0.1,t=5.0s",5.0,1278,HEURISTIC,0.8681925808997633
pilot_b_tuning,job_correlated,100,4,2269,IG,"d=6,T=0.5,t=5.0s",5.0,1317,HEURISTIC,3.946329913180742
pilot_b_tuning,job_correlated,100,4,2270,IG,"d=2,T=0.1,t=5.0s",5.0,1410,HEURISTIC,2.3222060957910013
pilot_b_tuning,job_correlated,100,4,2270,IG,"d=2,T=0.5,t=5.0s",5.0,1436,HEURISTIC,4.2089985486211905
pilot_b_tuning,job_correlated,100,4,2270,IG,"d=4,T=0.1,t=5.0s",5.0,1391,HEURISTIC,0.9433962264150944
pilot_b_tuning,job_correlated,100,4,2270,IG,"d=4,T=0.5,t=5.0s",5.0,1440,HEURISTIC,4.499274310595065
pilot_b_tuning,job_correlated,100,4,2270,IG,"d=6,T=0.1,t=5.0s",5.0,1395,HEURISTIC,1.2336719883889695
pilot_b_tuning,job_correlated,100,4,2270,IG,"d=6,T=0.5,t=5.0s",5.0,1454,HEURISTIC,5.515239477503629
pilot_b_tuning,job_correlated,100,4,2271,IG,"d=2,T=0.1,t=5.0s",5.0,1166,HEURISTIC,1.8340611353711789
pilot_b_tuning,job_correlated,100,4,2271,IG,"d=2,T=0.5,t=5.0s",5.0,1196,HEURISTIC,4.45414847161572
pilot_b_tuning,job_correlated,100,4,2271,IG,"d=4,T=0.1,t=5.0s",5.0,1154,HEURISTIC,0.7860262008733625
pilot_b_tuning,job_correlated,100,4,2271,IG,"d=4,T=0.5,t=5.0s",5.0,1188,HEURISTIC,3.755458515283843
pilot_b_tuning,job_correlated,100,4,2271,IG,"d=6,T=0.1,t=5.0s",5.0,1152,HEURISTIC,0.611353711790393
pilot_b_tuning,job_correlated,100,4,2271,IG,"d=6,T=0.5,t=5.0s",5.0,1187,HEURISTIC,3.6681222707423577
pilot_b_tuning,job_correlated,100,4,2272,IG,"d=2,T=0.1,t=5.0s",5.0,1283,HEURISTIC,1.4229249011857708
pilot_b_tuning,job_correlated,100,4,2272,IG,"d=2,T=0.5,t=5.0s",5.0,1307,HEURISTIC,3.320158102766799
pilot_b_tuning,job_correlated,100,4,2272,IG,"d=4,T=0.1,t=5.0s",5.0,1278,HEURISTIC,1.0276679841897234
pilot_b_tuning,job_correlated,100,4,2272,IG,"d=4,T=0.5,t=5.0s",5.0,1319,HEURISTIC,4.2687747035573125
pilot_b_tuning,job_correlated,100,4,2272,IG,"d=6,T=0.1,t=5.0s",5.0,1274,HEURISTIC,0.7114624505928854
pilot_b_tuning,job_correlated,100,4,2272,IG,"d=6,T=0.5,t=5.0s",5.0,1320,HEURISTIC,4.3478260869565215
pilot_b_tuning,job_correlated,100,4,2273,IG,"d=2,T=0.1,t=5.0s",5.0,1256,HEURISTIC,1.8653690186536902
pilot_b_tuning,job_correlated,100,4,2273,IG,"d=2,T=0.5,t=5.0s",5.0,1276,HEURISTIC,3.4874290348742907
pilot_b_tuning,job_correlated,100,4,2273,IG,"d=4,T=0.1,t=5.0s",5.0,1242,HEURISTIC,0.7299270072992701
pilot_b_tuning,job_correlated,100,4,2273,IG,"d=4,T=0.5,t=5.0s",5.0,1278,HEURISTIC,3.64963503649635
pilot_b_tuning,job_correlated,100,4,2273,IG,"d=6,T=0.1,t=5.0s",5.0,1242,HEURISTIC,0.7299270072992701
pilot_b_tuning,job_correlated,100,4,2273,IG,"d=6,T=0.5,t=5.0s",5.0,1281,HEURISTIC,3.8929440389294405
pilot_b_tuning,uniform,100,4,2264,IG,"d=2,T=0.1,t=5.0s",5.0,687,HEURISTIC,3.9334341906202726
pilot_b_tuning,uniform,100,4,2264,IG,"d=2,T=0.5,t=5.0s",5.0,698,HEURISTIC,5.597579425113464
pilot_b_tuning,uniform,100,4,2264,IG,"d=4,T=0.1,t=5.0s",5.0,678,HEURISTIC,2.5718608169440245
pilot_b_tuning,uniform,100,4,2264,IG,"d=4,T=0.5,t=5.0s",5.0,684,HEURISTIC,3.479576399394856
pilot_b_tuning,uniform,100,4,2264,IG,"d=6,T=0.1,t=5.0s",5.0,678,HEURISTIC,2.5718608169440245
pilot_b_tuning,uniform,100,4,2264,IG,"d=6,T=0.5,t=5.0s",5.0,685,HEURISTIC,3.6308623298033282
pilot_b_tuning,uniform,100,4,2265,IG,"d=2,T=0.1,t=5.0s",5.0,759,HEURISTIC,3.6885245901639343
pilot_b_tuning,uniform,100,4,2265,IG,"d=2,T=0.5,t=5.0s",5.0,750,HEURISTIC,2.459016393442623
pilot_b_tuning,uniform,100,4,2265,IG,"d=4,T=0.1,t=5.0s",5.0,740,HEURISTIC,1.092896174863388
pilot_b_tuning,uniform,100,4,2265,IG,"d=4,T=0.5,t=5.0s",5.0,749,HEURISTIC,2.3224043715846996
pilot_b_tuning,uniform,100,4,2265,IG,"d=6,T=0.1,t=5.0s",5.0,742,HEURISTIC,1.366120218579235
pilot_b_tuning,uniform,100,4,2265,IG,"d=6,T=0.5,t=5.0s",5.0,752,HEURISTIC,2.73224043715847
pilot_b_tuning,uniform,100,4,2266,IG,"d=2,T=0.1,t=5.0s",5.0,693,HEURISTIC,2.514792899408284
pilot_b_tuning,uniform,100,4,2266,IG,"d=2,T=0.5,t=5.0s",5.0,692,HEURISTIC,2.366863905325444
pilot_b_tuning,uniform,100,4,2266,IG,"d=4,T=0.1,t=5.0s",5.0,684,HEURISTIC,1.183431952662722
pilot_b_tuning,uniform,100,4,2266,IG,"d=4,T=0.5,t=5.0s",5.0,688,HEURISTIC,1.7751479289940828
pilot_b_tuning,uniform,100,4,2266,IG,"d=6,T=0.1,t=5.0s",5.0,683,HEURISTIC,1.0355029585798818
pilot_b_tuning,uniform,100,4,2266,IG,"d=6,T=0.5,t=5.0s",5.0,692,HEURISTIC,2.366863905325444
pilot_b_tuning,uniform,100,4,2267,IG,"d=2,T=0.1,t=5.0s",5.0,661,HEURISTIC,4.094488188976378
pilot_b_tuning,uniform,100,4,2267,IG,"d=2,T=0.5,t=5.0s",5.0,648,HEURISTIC,2.047244094488189
pilot_b_tuning,uniform,100,4,2267,IG,"d=4,T=0.1,t=5.0s",5.0,644,HEURISTIC,1.4173228346456692
pilot_b_tuning,uniform,100,4,2267,IG,"d=4,T=0.5,t=5.0s",5.0,652,HEURISTIC,2.677165354330709
pilot_b_tuning,uniform,100,4,2267,IG,"d=6,T=0.1,t=5.0s",5.0,644,HEURISTIC,1.4173228346456692
pilot_b_tuning,uniform,100,4,2267,IG,"d=6,T=0.5,t=5.0s",5.0,649,HEURISTIC,2.204724409448819
pilot_b_tuning,uniform,100,4,2268,IG,"d=2,T=0.1,t=5.0s",5.0,700,HEURISTIC,2.6392961876832843
pilot_b_tuning,uniform,100,4,2268,IG,"d=2,T=0.5,t=5.0s",5.0,701,HEURISTIC,2.785923753665689
pilot_b_tuning,uniform,100,4,2268,IG,"d=4,T=0.1,t=5.0s",5.0,696,HEURISTIC,2.0527859237536656
pilot_b_tuning,uniform,100,4,2268,IG,"d=4,T=0.5,t=5.0s",5.0,700,HEURISTIC,2.6392961876832843
pilot_b_tuning,uniform,100,4,2268,IG,"d=6,T=0.1,t=5.0s",5.0,692,HEURISTIC,1.466275659824047
pilot_b_tuning,uniform,100,4,2268,IG,"d=6,T=0.5,t=5.0s",5.0,700,HEURISTIC,2.6392961876832843
pilot_b_tuning,job_correlated,100,5,2279,IG,"d=2,T=0.1,t=5.0s",5.0,1113,HEURISTIC,3.4386617100371746
pilot_b_tuning,job_correlated,100,5,2279,IG,"d=2,T=0.5,t=5.0s",5.0,1146,HEURISTIC,6.5055762081784385
pilot_b_tuning,job_correlated,100,5,2279,IG,"d=4,T=0.1,t=5.0s",5.0,1092,HEURISTIC,1.486988847583643
pilot_b_tuning,job_correlated,100,5,2279,IG,"d=4,T=0.5,t=5.0s",5.0,1129,HEURISTIC,4.925650557620818
pilot_b_tuning,job_correlated,100,5,2279,IG,"d=6,T=0.1,t=5.0s",5.0,1093,HEURISTIC,1.5799256505576207
pilot_b_tuning,job_correlated,100,5,2279,IG,"d=6,T=0.5,t=5.0s",5.0,1143,HEURISTIC,6.226765799256506
pilot_b_tuning,job_correlated,100,5,2280,IG,"d=2,T=0.1,t=5.0s",5.0,1032,HEURISTIC,3.303303303303303
pilot_b_tuning,job_correlated,100,5,2280,IG,"d=2,T=0.5,t=5.0s",5.0,1060,HEURISTIC,6.106106106106106
pilot_b_tuning,job_correlated,100,5,2280,IG,"d=4,T=0.1,t=5.0s",5.0,1013,HEURISTIC,1.4014014014014013
pilot_b_tuning,job_correlated,100,5,2280,IG,"d=4,T=0.5,t=5.0s",5.0,1049,HEURISTIC,5.005005005005005
pilot_b_tuning,job_correlated,100,5,2280,IG,"d=6,T=0.1,t=5.0s",5.0,1015,HEURISTIC,1.6016016016016015
pilot_b_tuning,job_correlated,100,5,2280,IG,"d=6,T=0.5,t=5.0s",5.0,1054,HEURISTIC,5.505505505505505
pilot_b_tuning,job_correlated,100,5,2281,IG,"d=2,T=0.1,t=5.0s",5.0,1048,HEURISTIC,3.048180924287119
pilot_b_tuning,job_correlated,100,5,2281,IG,"d=2,T=0.5,t=5.0s",5.0,1064,HEURISTIC,4.621435594886923
pilot_b_tuning,job_correlated,100,5,2281,IG,"d=4,T=0.1,t=5.0s",5.0,1036,HEURISTIC,1.8682399213372665
pilot_b_tuning,job_correlated,100,5,2281,IG,"d=4,T=0.5,t=5.0s",5.0,1074,HEURISTIC,5.604719764011799
pilot_b_tuning,job_correlated,100,5,2281,IG,"d=6,T=0.1,t=5.0s",5.0,1040,HEURISTIC,2.2615535889872174
pilot_b_tuning,job_correlated,100,5,2281,IG,"d=6,T=0.5,t=5.0s",5.0,1064,HEURISTIC,4.621435594886923
pilot_b_tuning,job_correlated,100,5,2282,IG,"d=2,T=0.1,t=5.0s",5.0,947,HEURISTIC,2.823018458197611
pilot_b_tuning,job_correlated,100,5,2282,IG,"d=2,T=0.5,t=5.0s",5.0,966,HEURISTIC,4.88599348534202
pilot_b_tuning,job_correlated,100,5,2282,IG,"d=4,T=0.1,t=5.0s",5.0,936,HEURISTIC,1.6286644951140066
pilot_b_tuning,job_correlated,100,5,2282,IG,"d=4,T=0.5,t=5.0s",5.0,958,HEURISTIC,4.017372421281216
pilot_b_tuning,job_correlated,100,5,2282,IG,"d=6,T=0.1,t=5.0s",5.0,937,HEURISTIC,1.737242128121607
pilot_b_tuning,job_correlated,100,5,2282,IG,"d=6,T=0.5,t=5.0s",5.0,975,HEURISTIC,5.863192182410423
pilot_b_tuning,job_correlated,100,5,2283,IG,"d=2,T=0.1,t=5.0s",5.0,992,HEURISTIC,1.9527235354573484
pilot_b_tuning,job_correlated,100,5,2283,IG,"d=2,T=0.5,t=5.0s",5.0,1033,HEURISTIC,6.166495375128469
pilot_b_tuning,job_correlated,100,5,2283,IG,"d=4,T=0.1,t=5.0s",5.0,987,HEURISTIC,1.4388489208633095
pilot_b_tuning,job_correlated,100,5,2283,IG,"d=4,T=0.5,t=5.0s",5.0,1018,HEURISTIC,4.6248715313463515
pilot_b_tuning,job_correlated,100,5,2283,IG,"d=6,T=0.1,t=5.0s",5.0,987,HEURISTIC,1.4388489208633095
pilot_b_tuning,job_correlated,100,5,2283,IG,"d=6,T=0.5,t=5.0s",5.0,1028,HEURISTIC,5.65262076053443
pilot_b_tuning,uniform,100,5,2274,IG,"d=2,T=0.1,t=5.0s",5.0,534,HEURISTIC,6.58682634730539
pilot_b_tuning,uniform,100,5,2274,IG,"d=2,T=0.5,t=5.0s",5.0,519,HEURISTIC,3.592814371257485
pilot_b_tuning,uniform,100,5,2274,IG,"d=4,T=0.1,t=5.0s",5.0,514,HEURISTIC,2.5948103792415167
pilot_b_tuning,uniform,100,5,2274,IG,"d=4,T=0.5,t=5.0s",5.0,521,HEURISTIC,3.992015968063872
pilot_b_tuning,uniform,100,5,2274,IG,"d=6,T=0.1,t=5.0s",5.0,513,HEURISTIC,2.3952095808383236
pilot_b_tuning,uniform,100,5,2274,IG,"d=6,T=0.5,t=5.0s",5.0,518,HEURISTIC,3.3932135728542914
pilot_b_tuning,uniform,100,5,2275,IG,"d=2,T=0.1,t=5.0s",5.0,498,HEURISTIC,2.2587268993839835
pilot_b_tuning,uniform,100,5,2275,IG,"d=2,T=0.5,t=5.0s",5.0,508,HEURISTIC,4.312114989733059
pilot_b_tuning,uniform,100,5,2275,IG,"d=4,T=0.1,t=5.0s",5.0,497,HEURISTIC,2.0533880903490758
pilot_b_tuning,uniform,100,5,2275,IG,"d=4,T=0.5,t=5.0s",5.0,506,HEURISTIC,3.9014373716632447
pilot_b_tuning,uniform,100,5,2275,IG,"d=6,T=0.1,t=5.0s",5.0,495,HEURISTIC,1.642710472279261
pilot_b_tuning,uniform,100,5,2275,IG,"d=6,T=0.5,t=5.0s",5.0,505,HEURISTIC,3.696098562628337
pilot_b_tuning,uniform,100,5,2276,IG,"d=2,T=0.1,t=5.0s",5.0,475,HEURISTIC,2.3706896551724137
pilot_b_tuning,uniform,100,5,2276,IG,"d=2,T=0.5,t=5.0s",5.0,485,HEURISTIC,4.525862068965517
pilot_b_tuning,uniform,100,5,2276,IG,"d=4,T=0.1,t=5.0s",5.0,476,HEURISTIC,2.586206896551724
pilot_b_tuning,uniform,100,5,2276,IG,"d=4,T=0.5,t=5.0s",5.0,480,HEURISTIC,3.4482758620689653
pilot_b_tuning,uniform,100,5,2276,IG,"d=6,T=0.1,t=5.0s",5.0,472,HEURISTIC,1.7241379310344827
pilot_b_tuning,uniform,100,5,2276,IG,"d=6,T=0.5,t=5.0s",5.0,478,HEURISTIC,3.0172413793103448
pilot_b_tuning,uniform,100,5,2277,IG,"d=2,T=0.1,t=5.0s",5.0,508,HEURISTIC,4.958677685950414
pilot_b_tuning,uniform,100,5,2277,IG,"d=2,T=0.5,t=5.0s",5.0,502,HEURISTIC,3.71900826446281
pilot_b_tuning,uniform,100,5,2277,IG,"d=4,T=0.1,t=5.0s",5.0,493,HEURISTIC,1.859504132231405
pilot_b_tuning,uniform,100,5,2277,IG,"d=4,T=0.5,t=5.0s",5.0,499,HEURISTIC,3.0991735537190084
pilot_b_tuning,uniform,100,5,2277,IG,"d=6,T=0.1,t=5.0s",5.0,495,HEURISTIC,2.272727272727273
pilot_b_tuning,uniform,100,5,2277,IG,"d=6,T=0.5,t=5.0s",5.0,496,HEURISTIC,2.479338842975207
pilot_b_tuning,uniform,100,5,2278,IG,"d=2,T=0.1,t=5.0s",5.0,468,HEURISTIC,3.5398230088495577
pilot_b_tuning,uniform,100,5,2278,IG,"d=2,T=0.5,t=5.0s",5.0,471,HEURISTIC,4.20353982300885
pilot_b_tuning,uniform,100,5,2278,IG,"d=4,T=0.1,t=5.0s",5.0,461,HEURISTIC,1.991150442477876
pilot_b_tuning,uniform,100,5,2278,IG,"d=4,T=0.5,t=5.0s",5.0,470,HEURISTIC,3.982300884955752
pilot_b_tuning,uniform,100,5,2278,IG,"d=6,T=0.1,t=5.0s",5.0,464,HEURISTIC,2.6548672566371683
pilot_b_tuning,uniform,100,5,2278,IG,"d=6,T=0.5,t=5.0s",5.0,468,HEURISTIC,3.5398230088495577
pilot_b_tuning,job_correlated,200,4,2309,IG,"d=2,T=0.1,t=5.0s",5.0,2551,HEURISTIC,2.532154340836013
pilot_b_tuning,job_correlated,200,4,2309,IG,"d=2,T=0.5,t=5.0s",5.0,2610,HEURISTIC,4.903536977491962
pilot_b_tuning,job_correlated,200,4,2309,IG,"d=4,T=0.1,t=5.0s",5.0,2506,HEURISTIC,0.7234726688102894
pilot_b_tuning,job_correlated,200,4,2309,IG,"d=4,T=0.5,t=5.0s",5.0,2602,HEURISTIC,4.581993569131833
pilot_b_tuning,job_correlated,200,4,2309,IG,"d=6,T=0.1,t=5.0s",5.0,2516,HEURISTIC,1.1254019292604502
pilot_b_tuning,job_correlated,200,4,2309,IG,"d=6,T=0.5,t=5.0s",5.0,2614,HEURISTIC,5.064308681672026
pilot_b_tuning,job_correlated,200,4,2310,IG,"d=2,T=0.1,t=5.0s",5.0,2823,HEURISTIC,2.954048140043764
pilot_b_tuning,job_correlated,200,4,2310,IG,"d=2,T=0.5,t=5.0s",5.0,2873,HEURISTIC,4.777534646243618
pilot_b_tuning,job_correlated,200,4,2310,IG,"d=4,T=0.1,t=5.0s",5.0,2774,HEURISTIC,1.1670313639679066
pilot_b_tuning,job_correlated,200,4,2310,IG,"d=4,T=0.5,t=5.0s",5.0,2853,HEURISTIC,4.048140043763676
pilot_b_tuning,job_correlated,200,4,2310,IG,"d=6,T=0.1,t=5.0s",5.0,2777,HEURISTIC,1.2764405543398978
pilot_b_tuning,job_correlated,200,4,2310,IG,"d=6,T=0.5,t=5.0s",5.0,2864,HEURISTIC,4.449307075127644
pilot_b_tuning,job_correlated,200,4,2311,IG,"d=2,T=0.1,t=5.0s",5.0,2445,HEURISTIC,3.034134007585335
pilot_b_tuning,job_correlated,200,4,2311,IG,"d=2,T=0.5,t=5.0s",5.0,2486,HEURISTIC,4.761904761904762
pilot_b_tuning,job_correlated,200,4,2311,IG,"d=4,T=0.1,t=5.0s",5.0,2404,HEURISTIC,1.3063632532659082
pilot_b_tuning,job_correlated,200,4,2311,IG,"d=4,T=0.5,t=5.0s",5.0,2488,HEURISTIC,4.846186262115466
pilot_b_tuning,job_correlated,200,4,2311,IG,"d=6,T=0.1,t=5.0s",5.0,2410,HEURISTIC,1.5592077538980194
pilot_b_tuning,job_correlated,200,4,2311,IG,"d=6,T=0.5,t=5.0s",5.0,2496,HEURISTIC,5.183312262958281
pilot_b_tuning,job_correlated,200,4,2312,IG,"d=2,T=0.1,t=5.0s",5.0,2565,HEURISTIC,3.260869565217391
pilot_b_tuning,job_correlated,200,4,2312,IG,"d=2,T=0.5,t=5.0s",5.0,2612,HEURISTIC,5.152979066022544
pilot_b_tuning,job_correlated,200,4,2312,IG,"d=4,T=0.1,t=5.0s",5.0,2523,HEURISTIC,1.570048309178744
pilot_b_tuning,job_correlated,200,4,2312,IG,"d=4,T=0.5,t=5.0s",5.0,2596,HEURISTIC,4.508856682769726
pilot_b_tuning,job_correlated,200,4,2312,IG,"d=6,T=0.1,t=5.0s",5.0,2530,HEURISTIC,1.8518518518518516
pilot_b_tuning,job_correlated,200,4,2312,IG,"d=6,T=0.5,t=5.0s",5.0,2596,HEURISTIC,4.508856682769726
pilot_b_tuning,job_correlated,200,4,2313,IG,"d=2,T=0.1,t=5.0s",5.0,2708,HEURISTIC,3.1226199543031226
pilot_b_tuning,job_correlated,200,4,2313,IG,"d=2,T=0.5,t=5.0s",5.0,2753,HEURISTIC,4.836252856054836
pilot_b_tuning,job_correlated,200,4,2313,IG,"d=4,T=0.1,t=5.0s",5.0,2673,HEURISTIC,1.78979436405179
pilot_b_tuning,job_correlated,200,4,2313,IG,"d=4,T=0.5,t=5.0s",5.0,2761,HEURISTIC,5.140898705255141
pilot_b_tuning,job_correlated,200,4,2313,IG,"d=6,T=0.1,t=5.0s",5.0,2667,HEURISTIC,1.5613099771515613
pilot_b_tuning,job_correlated,200,4,2313,IG,"d=6,T=0.5,t=5.0s",5.0,2755,HEURISTIC,4.912414318354912
pilot_b_tuning,uniform,200,4,2304,IG,"d=2,T=0.1,t=5.0s",5.0,1443,HEURISTIC,3.1451036454610435
pilot_b_tuning,uniform,200,4,2304,IG,"d=2,T=0.5,t=5.0s",5.0,1433,HEURISTIC,2.4303073624017157
pilot_b_tuning,uniform,200,4,2304,IG,"d=4,T=0.1,t=5.0s",5.0,1419,HEURISTIC,1.4295925661186561
pilot_b_tuning,uniform,200,4,2304,IG,"d=4,T=0.5,t=5.0s",5.0,1433,HEURISTIC,2.4303073624017157
pilot_b_tuning,uniform,200,4,2304,IG,"d=6,T=0.1,t=5.0s",5.0,1415,HEURISTIC,1.143674052894925
pilot_b_tuning,uniform,200,4,2304,IG,"d=6,T=0.5,t=5.0s",5.0,1440,HEURISTIC,2.9306647605432454
pilot_b_tuning,uniform,200,4,2305,IG,"d=2,T=0.1,t=5.0s",5.0,1369,HEURISTIC,3.3987915407854987
pilot_b_tuning,uniform,200,4,2305,IG,"d=2,T=0.5,t=5.0s",5.0,1387,HEURISTIC,4.758308157099698
pilot_b_tuning,uniform,200,4,2305,IG,"d=4,T=0.1,t=5.0s",5.0,1351,HEURISTIC,2.0392749244712993
pilot_b_tuning,uniform,200,4,2305,IG,"d=4,T=0.5,t=5.0s",5.0,1350,HEURISTIC,1.9637462235649545
pilot_b_tuning,uniform,200,4,2305,IG,"d=6,T=0.1,t=5.0s",5.0,1341,HEURISTIC,1.283987915407855
pilot_b_tuning,uniform,200,4,2305,IG,"d=6,T=0.5,t=5.0s",5.0,1356,HEURISTIC,2.416918429003021
pilot_b_tuning,uniform,200,4,2306,IG,"d=2,T=0.1,t=5.0s",5.0,1363,HEURISTIC,4.444444444444445
pilot_b_tuning,uniform,200,4,2306,IG,"d=2,T=0.5,t=5.0s",5.0,1368,HEURISTIC,4.827586206896552
pilot_b_tuning,uniform,200,4,2306,IG,"d=4,T=0.1,t=5.0s",5.0,1342,HEURISTIC,2.835249042145594
pilot_b_tuning,uniform,200,4,2306,IG,"d=4,T=0.5,t=5.0s",5.0,1357,HEURISTIC,3.984674329501916
pilot_b_tuning,uniform,200,4,2306,IG,"d=6,T=0.1,t=5.0s",5.0,1326,HEURISTIC,1.6091954022988506
pilot_b_tuning,uniform,200,4,2306,IG,"d=6,T=0.5,t=5.0s",5.0,1349,HEURISTIC,3.3716475095785436
pilot_b_tuning,uniform,200,4,2307,IG,"d=2,T=0.1,t=5.0s",5.0,1507,HEURISTIC,3.645116918844567
pilot_b_tuning,uniform,200,4,2307,IG,"d=2,T=0.5,t=5.0s",5.0,1540,HEURISTIC,5.914718019257221
pilot_b_tuning,uniform,200,4,2307,IG,"d=4,T=0.1,t=5.0s",5.0,1484,HEURISTIC,2.063273727647868
pilot_b_tuning,uniform,200,4,2307,IG,"d=4,T=0.5,t=5.0s",5.0,1505,HEURISTIC,3.5075653370013753
pilot_b_tuning,uniform,200,4,2307,IG,"d=6,T=0.1,t=5.0s",5.0,1477,HEURISTIC,1.5818431911966988
pilot_b_tuning,uniform,200,4,2307,IG,"d=6,T=0.5,t=5.0s",5.0,1501,HEURISTIC,3.2324621733149934
pilot_b_tuning,uniform,200,4,2308,IG,"d=2,T=0.1,t=5.0s",5.0,1366,HEURISTIC,2.93896006028636
pilot_b_tuning,uniform,200,4,2308,IG,"d=2,T=0.5,t=5.0s",5.0,1378,HEURISTIC,3.8432554634513942
pilot_b_tuning,uniform,200,4,2308,IG,"d=4,T=0.1,t=5.0s",5.0,1344,HEURISTIC,1.281085154483798
pilot_b_tuning,uniform,200,4,2308,IG,"d=4,T=0.5,t=5.0s",5.0,1351,HEURISTIC,1.8085908063300677
pilot_b_tuning,uniform,200,4,2308,IG,"d=6,T=0.1,t=5.0s",5.0,1336,HEURISTIC,0.6782215523737753
pilot_b_tuning,uniform,200,4,2308,IG,"d=6,T=0.5,t=5.0s",5.0,1359,HEURISTIC,2.4114544084400906
pilot_b_tuning,job_correlated,200,5,2319,IG,"d=2,T=0.1,t=5.0s",5.0,2021,HEURISTIC,3.164880040837162
pilot_b_tuning,job_correlated,200,5,2319,IG,"d=2,T=0.5,t=5.0s",5.0,2061,HEURISTIC,5.206738131699847
pilot_b_tuning,job_correlated,200,5,2319,IG,"d=4,T=0.1,t=5.0s",5.0,1994,HEURISTIC,1.7866258295048496
