Experiment,Dist,N,M,Replica,Seed,Algo,Params,Time,Obj,Status,Gap,Nodes
pilot_c_convergence,job_correlated,100,10,2,2331,IG,"d=6,T=0.1,t=1.0s",1.0,533,HEURISTIC_RPD,6.387225548902195,4692
pilot_c_convergence,job_correlated,100,10,2,2331,IG,"d=6,T=0.1,t=5.0s",5.0,530,HEURISTIC_RPD,5.788423153692615,22817
pilot_c_convergence,job_correlated,100,10,2,2331,IG,"d=6,T=0.1,t=10.0s",10.0,530,HEURISTIC_RPD,5.788423153692615,44119
pilot_c_convergence,job_correlated,100,10,2,2331,IG,"d=6,T=0.1,t=30.0s",30.0,526,HEURISTIC_RPD,4.990019960079841,130536
pilot_c_convergence,job_correlated,100,10,2,2331,IG,"d=6,T=0.1,t=60.0s",60.0,526,HEURISTIC_RPD,4.990019960079841,266290
pilot_c_convergence,job_correlated,100,10,3,2332,IG,"d=6,T=0.1,t=0.1s",0.109375,482,HEURISTIC_RPD,9.79498861047836,514
pilot_c_convergence,job_correlated,100,10,3,2332,IG,"d=6,T=0.1,t=0.5s",0.5,481,HEURISTIC_RPD,9.567198177676538,2452
pilot_c_convergence,job_correlated,100,10,3,2332,IG,"d=6,T=0.1,t=1.0s",1.0,481,HEURISTIC_RPD,9.567198177676538,4601
pilot_c_convergence,job_correlated,100,10,3,2332,IG,"d=6,T=0.1,t=5.0s",5.0,477,HEURISTIC_RPD,8.656036446469248,22046
pilot_c_convergence,job_correlated,100,10,3,2332,IG,"d=6,T=0.1,t=10.0s",10.0,472,HEURISTIC_RPD,7.517084282460136,43280
pilot_c_convergence,job_correlated,100,10,3,2332,IG,"d=6,T=0.1,t=30.0s",30.0,469,HEURISTIC_RPD,6.83371298405467,135004
pilot_c_convergence,job_correlated,100,10,3,2332,IG,"d=6,T=0.1,t=60.0s",60.0,468,HEURISTIC_RPD,6.605922551252847,262929
pilot_c_convergence,job_correlated,100,10,4,2333,IG,"d=6,T=0.1,t=0.1s",0.109375,556,HEURISTIC_RPD,9.881422924901186,542
pilot_c_convergence,job_correlated,100,10,4,2333,IG,"d=6,T=0.1,t=0.5s",0.5,550,HEURISTIC_RPD,8.695652173913043,2184
pilot_c_convergence,job_correlated,100,10,4,2333,IG,"d=6,T=0.1,t=1.0s",1.0,543,HEURISTIC_RPD,7.312252964426877,4234
